domain,instance,planner,status,time
domain_5,p11,PLN_3,1,1012.62649552504
domain_5,p12,PLN_3,1,464.507182001416
domain_5,p13,PLN_3,1,825.322851932744
domain_5,p14,PLN_3,1,816.495312223229
domain_5,p15,PLN_3,1,855.30067012385
domain_5,p16,PLN_3,1,915.586469670011
domain_5,p17,PLN_3,1,1181.81924694243
domain_5,p18,PLN_3,1,616.667699486439
domain_5,p19,PLN_3,1,900.23114720832
domain_5,p20,PLN_3,1,941.396566778924
domain_5,p21,PLN_3,1,828.761341646192
domain_5,p22,PLN_3,1,582.666015282682
domain_5,p23,PLN_3,0,-1
domain_5,p24,PLN_3,0,-1
domain_5,p25,PLN_3,0,-1
domain_5,p26,PLN_3,0,-1
domain_5,p27,PLN_3,0,-1
domain_5,p28,PLN_3,0,-1
domain_5,p29,PLN_3,0,-1
domain_5,p30,PLN_3,0,-1
domain_5,p31,PLN_3,0,-1
domain_5,p32,PLN_3,0,-1
domain_5,p33,PLN_3,0,-1
domain_5,p34,PLN_3,0,-1
domain_5,p35,PLN_3,0,-1
domain_5,p36,PLN_3,0,-1
domain_5,p37,PLN_3,0,-1
domain_5,p38,PLN_3,0,-1
domain_5,p39,PLN_3,0,-1
domain_5,p40,PLN_3,0,-1
domain_5,p41,PLN_3,0,-1
domain_5,p42,PLN_3,0,-1
domain_5,p43,PLN_3,0,-1
domain_5,p44,PLN_3,0,-1
domain_5,p45,PLN_3,0,-1
domain_5,p46,PLN_3,0,-1
domain_5,p47,PLN_3,0,-1
domain_5,p1,PLN_4,1,407.289297743335
domain_5,p2,PLN_4,1,319.991362632065
domain_5,p3,PLN_4,1,310.565614551653
domain_5,p4,PLN_4,1,450.370250206257
domain_5,p5,PLN_4,1,409.608805840368
domain_5,p6,PLN_4,1,357.592854809224
domain_5,p7,PLN_4,1,406.149915699353
domain_5,p8,PLN_4,1,443.228127919258
domain_5,p9,PLN_4,1,317.346025852032
domain_5,p10,PLN_4,1,357.064441670308
domain_5,p11,PLN_4,0,-1
domain_5,p12,PLN_4,0,-1
domain_5,p13,PLN_4,0,-1
domain_5,p14,PLN_4,0,-1
domain_5,p15,PLN_4,0,-1
domain_5,p16,PLN_4,0,-1
domain_5,p17,PLN_4,0,-1
domain_5,p18,PLN_4,0,-1
domain_5,p19,PLN_4,0,-1
domain_5,p20,PLN_4,0,-1
domain_5,p21,PLN_4,0,-1
domain_5,p22,PLN_4,0,-1
domain_5,p23,PLN_4,0,-1
domain_5,p24,PLN_4,0,-1
domain_5,p25,PLN_4,0,-1
domain_5,p26,PLN_4,0,-1
domain_5,p27,PLN_4,0,-1
domain_5,p28,PLN_4,0,-1
domain_5,p29,PLN_4,0,-1
domain_5,p30,PLN_4,0,-1
domain_5,p31,PLN_4,0,-1
domain_5,p32,PLN_4,0,-1
domain_5,p33,PLN_4,0,-1
domain_5,p34,PLN_4,0,-1
domain_5,p35,PLN_4,0,-1
domain_5,p36,PLN_4,0,-1
domain_5,p37,PLN_4,0,-1
domain_5,p38,PLN_4,0,-1
domain_5,p39,PLN_4,0,-1
domain_5,p40,PLN_4,0,-1
domain_5,p41,PLN_4,0,-1
domain_5,p42,PLN_4,0,-1
domain_5,p43,PLN_4,0,-1
domain_5,p44,PLN_4,0,-1
domain_5,p45,PLN_4,0,-1
domain_5,p46,PLN_4,0,-1
domain_5,p47,PLN_4,0,-1
domain_5,p1,PLN_5,1,791.343204205464
domain_5,p2,PLN_5,1,810.547410429195
domain_5,p3,PLN_5,1,921.512044599845
domain_5,p4,PLN_5,1,1005.45497077998
domain_5,p5,PLN_5,1,716.925241980907
domain_5,p6,PLN_5,1,790.426759159936
domain_5,p7,PLN_5,1,1144.72369106315
domain_5,p8,PLN_5,1,636.268364220684
domain_5,p9,PLN_5,1,1337.11545542266
domain_5,p10,PLN_5,0,-1
domain_5,p11,PLN_5,0,-1
domain_5,p12,PLN_5,0,-1
domain_5,p13,PLN_5,0,-1
domain_5,p14,PLN_5,0,-1
domain_5,p15,PLN_5,0,-1
domain_5,p16,PLN_5,0,-1
domain_5,p17,PLN_5,0,-1
domain_5,p18,PLN_5,0,-1
domain_5,p19,PLN_5,0,-1
domain_5,p20,PLN_5,0,-1
domain_5,p21,PLN_5,0,-1
domain_5,p22,PLN_5,0,-1
domain_5,p23,PLN_5,0,-1
domain_5,p24,PLN_5,0,-1
domain_5,p25,PLN_5,0,-1
domain_5,p26,PLN_5,0,-1
domain_5,p27,PLN_5,0,-1
domain_5,p28,PLN_5,0,-1
domain_5,p29,PLN_5,0,-1
domain_5,p30,PLN_5,0,-1
domain_5,p31,PLN_5,0,-1
domain_5,p32,PLN_5,0,-1
domain_5,p33,PLN_5,0,-1
domain_5,p34,PLN_5,0,-1
domain_5,p35,PLN_5,0,-1
domain_5,p36,PLN_5,0,-1
domain_5,p37,PLN_5,0,-1
domain_5,p38,PLN_5,0,-1
domain_5,p39,PLN_5,0,-1
domain_5,p40,PLN_5,0,-1
domain_5,p41,PLN_5,0,-1
domain_5,p42,PLN_5,0,-1
domain_5,p43,PLN_5,0,-1
domain_5,p44,PLN_5,0,-1
domain_5,p45,PLN_5,0,-1
domain_5,p46,PLN_5,0,-1
domain_5,p47,PLN_5,0,-1
domain_6,p1,PLN_1,1,145.068387583052
domain_6,p2,PLN_1,1,132.035564729482
domain_6,p3,PLN_1,1,135.714055910622
domain_6,p4,PLN_1,1,55.429288167107
domain_6,p5,PLN_1,1,101.999521334524
domain_6,p6,PLN_1,1,116.508549136172
domain_6,p7,PLN_1,1,80.1837321664683
domain_6,p8,PLN_1,1,59.0612342064591
domain_6,p9,PLN_1,1,96.1803664748487
domain_6,p10,PLN_1,1,102.698742974761
domain_6,p11,PLN_1,1,100.556686587528
domain_6,p12,PLN_1,1,146.499390384114
domain_6,p13,PLN_1,1,135.277469043838
domain_6,p14,PLN_1,1,99.569351714618
domain_6,p15,PLN_1,1,103.521434546678
domain_6,p16,PLN_1,1,182.650854871531
domain_6,p17,PLN_1,1,117.025996108519
domain_6,p18,PLN_1,1,73.083953110647
domain_6,p19,PLN_1,1,120.996586566025
domain_6,p20,PLN_1,1,80.9682941581186
domain_6,p21,PLN_1,1,101.058901059568
domain_6,p22,PLN_1,1,113.603920199565
domain_6,p23,PLN_1,1,123.286656752355
domain_6,p24,PLN_1,1,151.01648486463
domain_6,p25,PLN_1,1,102.791634171704
domain_6,p26,PLN_1,1,76.7334346963065
domain_6,p27,PLN_1,0,-1
domain_6,p28,PLN_1,0,-1
domain_6,p29,PLN_1,0,-1
domain_6,p30,PLN_1,0,-1
domain_6,p31,PLN_1,0,-1
domain_6,p32,PLN_1,0,-1
domain_6,p33,PLN_1,0,-1
domain_6,p34,PLN_1,0,-1
domain_6,p35,PLN_1,0,-1
domain_6,p36,PLN_1,0,-1
domain_6,p37,PLN_1,0,-1
domain_6,p38,PLN_1,0,-1
domain_6,p39,PLN_1,0,-1
domain_6,p40,PLN_1,0,-1
domain_6,p41,PLN_1,0,-1
domain_6,p42,PLN_1,0,-1
domain_6,p43,PLN_1,0,-1
domain_6,p44,PLN_1,0,-1
domain_6,p45,PLN_1,0,-1
domain_6,p46,PLN_1,0,-1
domain_6,p47,PLN_1,0,-1
domain_6,p48,PLN_1,0,-1
domain_6,p49,PLN_1,0,-1
domain_6,p50,PLN_1,0,-1
domain_6,p51,PLN_1,0,-1
domain_6,p52,PLN_1,0,-1
domain_6,p53,PLN_1,0,-1
domain_6,p54,PLN_1,0,-1
domain_6,p55,PLN_1,0,-1
domain_6,p56,PLN_1,0,-1
domain_6,p57,PLN_1,0,-1
domain_6,p58,PLN_1,0,-1
domain_6,p59,PLN_1,0,-1
domain_6,p60,PLN_1,0,-1
domain_6,p61,PLN_1,0,-1
domain_6,p62,PLN_1,0,-1
domain_6,p63,PLN_1,0,-1
domain_6,p64,PLN_1,0,-1
domain_6,p65,PLN_1,0,-1
domain_6,p66,PLN_1,0,-1
domain_6,p67,PLN_1,0,-1
domain_6,p68,PLN_1,0,-1
domain_6,p69,PLN_1,0,-1
domain_6,p70,PLN_1,0,-1
domain_6,p71,PLN_1,0,-1
domain_6,p72,PLN_1,0,-1
domain_6,p1,PLN_2,1,593.737367156802
domain_6,p2,PLN_2,1,788.732559651685
domain_6,p3,PLN_2,1,766.271880046553
domain_6,p4,PLN_2,1,512.440310933647
domain_6,p5,PLN_2,1,537.002243380354
domain_6,p6,PLN_2,1,830.913960553751
domain_6,p7,PLN_2,1,679.846484283063
domain_6,p8,PLN_2,1,622.342479388635
domain_6,p9,PLN_2,1,625.470287916602
domain_6,p10,PLN_2,1,624.973144832407
domain_6,p11,PLN_2,1,715.16263184412
domain_6,p12,PLN_2,1,567.318079886478
domain_6,p13,PLN_2,1,467.611674927604
domain_6,p14,PLN_2,1,610.084900248018
domain_6,p15,PLN_2,1,559.28022012596
domain_6,p16,PLN_2,1,757.077078177547
domain_6,p17,PLN_2,1,576.51061699045
domain_6,p18,PLN_2,1,630.777053092647
domain_6,p19,PLN_2,1,440.405202218591
domain_6,p20,PLN_2,1,552.579616259093
domain_6,p21,PLN_2,1,620.094724519783
domain_6,p22,PLN_2,1,631.686467817007
domain_6,p23,PLN_2,1,608.105853317647
domain_6,p24,PLN_2,1,518.660235326824
domain_6,p25,PLN_2,1,649.449844089038
domain_6,p26,PLN_2,1,656.537184800615
domain_6,p27,PLN_2,1,706.666570442677
domain_6,p28,PLN_2,1,640.452009290377
domain_6,p29,PLN_2,1,702.693293991903
domain_6,p30,PLN_2,1,562.924824331255
domain_6,p31,PLN_2,1,512.65205789468
domain_6,p32,PLN_2,1,757.740174385296
domain_6,p33,PLN_2,1,435.064364218301
domain_6,p34,PLN_2,1,583.256263049822
domain_6,p35,PLN_2,1,636.731286448651
domain_6,p36,PLN_2,1,453.638488987645
domain_6,p37,PLN_2,1,402.119522537715
domain_6,p38,PLN_2,1,664.824666571622
domain_6,p39,PLN_2,1,884.026707122708
domain_6,p40,PLN_2,1,595.01010873147
domain_6,p41,PLN_2,1,667.523470710288
domain_6,p42,PLN_2,1,691.051948797568
domain_6,p43,PLN_2,1,721.200580255053
domain_6,p44,PLN_2,1,390.361368055775
domain_6,p45,PLN_2,1,490.006207924112
domain_6,p46,PLN_2,1,404.818890848898
domain_6,p47,PLN_2,1,718.651176273033
domain_6,p48,PLN_2,1,539.695569038141
domain_6,p49,PLN_2,1,541.637576683311
domain_6,p50,PLN_2,1,475.483459760718
domain_6,p51,PLN_2,1,615.971770654778
domain_6,p52,PLN_2,1,427.888575676841
domain_6,p53,PLN_2,1,563.272290123574
domain_6,p54,PLN_2,1,593.71015742053
domain_6,p55,PLN_2,1,607.738987462784
domain_6,p56,PLN_2,1,519.701087016318
domain_6,p57,PLN_2,1,595.818770900148
domain_6,p58,PLN_2,1,440.415866628972
domain_6,p59,PLN_2,1,374.796920736336
domain_6,p60,PLN_2,1,626.557195063345
domain_6,p61,PLN_2,1,639.71417130614
domain_6,p62,PLN_2,1,393.791831411848
domain_6,p63,PLN_2,1,375.390791555628
domain_6,p64,PLN_2,1,326.715601134801
domain_6,p65,PLN_2,1,583.979071604671
domain_6,p66,PLN_2,1,647.753961734509
domain_6,p67,PLN_2,1,541.900793124215
domain_6,p68,PLN_2,1,459.088088360603
domain_6,p69,PLN_2,1,750.786750683078
domain_6,p70,PLN_2,0,-1
domain_6,p71,PLN_2,0,-1
domain_6,p72,PLN_2,0,-1
domain_6,p1,PLN_3,1,442.870449692803
domain_6,p2,PLN_3,1,483.562641885682
domain_6,p3,PLN_3,1,354.631503167766
domain_6,p4,PLN_3,1,411.792124258793
domain_6,p5,PLN_3,1,304.243578922096
domain_6,p6,PLN_3,1,351.668428833133
domain_6,p7,PLN_3,1,473.392748135757
domain_6,p8,PLN_3,1,536.657399505463
domain_6,p9,PLN_3,1,437.562835088525
domain_6,p10,PLN_3,1,352.170887886536
domain_6,p11,PLN_3,1,401.842360326517
domain_6,p12,PLN_3,1,401.992554380089
domain_6,p13,PLN_3,0,-1
domain_6,p14,PLN_3,0,-1
domain_6,p15,PLN_3,0,-1
domain_6,p16,PLN_3,0,-1
domain_6,p17,PLN_3,0,-1
domain_6,p18,PLN_3,0,-1
domain_6,p19,PLN_3,0,-1
domain_6,p20,PLN_3,0,-1
domain_6,p21,PLN_3,0,-1
domain_6,p22,PLN_3,0,-1
domain_6,p23,PLN_3,0,-1
domain_6,p24,PLN_3,0,-1
domain_6,p25,PLN_3,0,-1
domain_6,p26,PLN_3,0,-1
domain_6,p27,PLN_3,0,-1
domain_6,p28,PLN_3,0,-1
domain_6,p29,PLN_3,0,-1
domain_6,p30,PLN_3,0,-1
domain_6,p31,PLN_3,0,-1
domain_6,p32,PLN_3,0,-1
domain_6,p33,PLN_3,0,-1
domain_6,p34,PLN_3,0,-1
domain_6,p35,PLN_3,0,-1
domain_6,p36,PLN_3,0,-1
domain_6,p37,PLN_3,0,-1
domain_6,p38,PLN_3,0,-1
domain_6,p39,PLN_3,0,-1
domain_6,p40,PLN_3,0,-1
domain_6,p41,PLN_3,0,-1
domain_6,p42,PLN_3,0,-1
domain_6,p43,PLN_3,0,-1
domain_6,p44,PLN_3,0,-1
domain_6,p45,PLN_3,0,-1
domain_6,p46,PLN_3,0,-1
domain_6,p47,PLN_3,0,-1
domain_6,p48,PLN_3,0,-1
domain_6,p49,PLN_3,0,-1
domain_6,p50,PLN_3,0,-1
domain_6,p51,PLN_3,0,-1
domain_6,p52,PLN_3,0,-1
domain_6,p53,PLN_3,0,-1
domain_6,p54,PLN_3,0,-1
domain_6,p55,PLN_3,0,-1
domain_6,p56,PLN_3,0,-1
domain_6,p57,PLN_3,0,-1
domain_6,p58,PLN_3,0,-1
domain_6,p59,PLN_3,0,-1
domain_6,p60,PLN_3,0,-1
domain_6,p61,PLN_3,0,-1
domain_6,p62,PLN_3,0,-1
domain_6,p63,PLN_3,0,-1
domain_6,p64,PLN_3,0,-1
domain_6,p65,PLN_3,0,-1
domain_6,p66,PLN_3,0,-1
domain_6,p67,PLN_3,0,-1
domain_6,p68,PLN_3,0,-1
domain_6,p69,PLN_3,0,-1
domain_6,p70,PLN_3,0,-1
domain_6,p71,PLN_3,0,-1
domain_6,p72,PLN_3,0,-1
domain_6,p1,PLN_4,1,811.023762250755
domain_6,p2,PLN_4,1,494.829502803005
domain_6,p3,PLN_4,1,639.256252978062
domain_6,p4,PLN_4,1,642.525476348623
domain_6,p5,PLN_4,1,476.597970684536
domain_6,p6,PLN_4,1,703.798614485347
domain_6,p7,PLN_4,1,696.471568803174
domain_6,p8,PLN_4,1,699.86824798081
domain_6,p9,PLN_4,1,582.893104107161
domain_6,p10,PLN_4,1,672.746453373864
domain_6,p11,PLN_4,1,954.388338865145
domain_6,p12,PLN_4,1,782.376417834498
domain_6,p13,PLN_4,1,579.421900548007
domain_6,p14,PLN_4,1,593.82893448213
domain_6,p15,PLN_4,1,476.665290437531
domain_6,p16,PLN_4,1,589.433842520972
domain_6,p17,PLN_4,1,455.351677514113
domain_6,p18,PLN_4,1,787.314234525103
domain_6,p19,PLN_4,1,634.882234802841
domain_6,p20,PLN_4,1,593.677940558654
domain_6,p21,PLN_4,1,727.42881983213
domain_6,p22,PLN_4,1,773.109768028205
domain_6,p23,PLN_4,1,650.745788963011
domain_6,p24,PLN_4,1,479.765008516589
domain_6,p25,PLN_4,1,616.298536138683
domain_6,p26,PLN_4,1,388.105016193421
domain_6,p27,PLN_4,1,653.241457163035
domain_6,p28,PLN_4,0,-1
domain_6,p29,PLN_4,0,-1
domain_6,p30,PLN_4,0,-1
domain_6,p31,PLN_4,0,-1
domain_6,p32,PLN_4,0,-1
domain_6,p33,PLN_4,0,-1
domain_6,p34,PLN_4,0,-1
domain_6,p35,PLN_4,0,-1
domain_6,p36,PLN_4,0,-1
domain_6,p37,PLN_4,0,-1
domain_6,p38,PLN_4,0,-1
domain_6,p39,PLN_4,0,-1
domain_6,p40,PLN_4,0,-1
domain_6,p41,PLN_4,0,-1
domain_6,p42,PLN_4,0,-1
domain_6,p43,PLN_4,0,-1
domain_6,p44,PLN_4,0,-1
domain_6,p45,PLN_4,0,-1
domain_6,p46,PLN_4,0,-1
domain_6,p47,PLN_4,0,-1
domain_6,p48,PLN_4,0,-1
domain_6,p49,PLN_4,0,-1
domain_6,p50,PLN_4,0,-1
domain_6,p51,PLN_4,0,-1
domain_6,p52,PLN_4,0,-1
domain_6,p53,PLN_4,0,-1
domain_6,p54,PLN_4,0,-1
domain_6,p55,PLN_4,0,-1
domain_6,p56,PLN_4,0,-1
domain_6,p57,PLN_4,0,-1
domain_6,p58,PLN_4,0,-1
domain_6,p59,PLN_4,0,-1
domain_6,p60,PLN_4,0,-1
domain_6,p61,PLN_4,0,-1
domain_6,p62,PLN_4,0,-1
domain_6,p63,PLN_4,0,-1
domain_6,p64,PLN_4,0,-1
domain_6,p65,PLN_4,0,-1
domain_6,p66,PLN_4,0,-1
domain_6,p67,PLN_4,0,-1
domain_6,p68,PLN_4,0,-1
domain_6,p69,PLN_4,0,-1
domain_6,p70,PLN_4,0,-1
domain_6,p71,PLN_4,0,-1
domain_6,p72,PLN_4,0,-1
domain_6,p1,PLN_5,1,129.793499561649
domain_6,p2,PLN_5,1,238.664868726337
domain_6,p3,PLN_5,1,217.116053784335
domain_6,p4,PLN_5,1,204.503524611752
domain_6,p5,PLN_5,1,294.787592483705
domain_6,p6,PLN_5,1,224.357447522774
domain_6,p7,PLN_5,1,204.628178825454
domain_6,p8,PLN_5,1,260.130199409572
domain_6,p9,PLN_5,1,256.560947058028
domain_6,p10,PLN_5,1,174.359409134571
domain_6,p11,PLN_5,1,213.640418538404
domain_6,p12,PLN_5,1,110.295270510463
domain_6,p13,PLN_5,1,217.577847590696
domain_6,p14,PLN_5,1,205.072988280695
domain_6,p15,PLN_5,1,266.013888057517
domain_6,p16,PLN_5,1,240.248031009374
domain_6,p17,PLN_5,1,209.315741005301
domain_6,p18,PLN_5,1,232.27368007932
domain_6,p19,PLN_5,1,186.334169284537
domain_6,p20,PLN_5,1,209.973866448472
domain_6,p21,PLN_5,1,278.739107195001
domain_6,p22,PLN_5,1,291.859027509827
domain_6,p23,PLN_5,1,178.158378217125
domain_6,p24,PLN_5,1,237.808454248418
domain_6,p25,PLN_5,1,282.638215532087
domain_6,p26,PLN_5,1,289.838106270092
domain_6,p27,PLN_5,1,257.593582523711
domain_6,p28,PLN_5,1,225.216476984127
domain_6,p29,PLN_5,1,205.794897697721
domain_6,p30,PLN_5,1,201.061144680003
domain_6,p31,PLN_5,0,-1
domain_6,p32,PLN_5,0,-1
domain_6,p33,PLN_5,0,-1
domain_6,p34,PLN_5,0,-1
domain_6,p35,PLN_5,0,-1
domain_6,p36,PLN_5,0,-1
domain_6,p37,PLN_5,0,-1
domain_6,p38,PLN_5,0,-1
domain_6,p39,PLN_5,0,-1
domain_6,p40,PLN_5,0,-1
domain_6,p41,PLN_5,0,-1
domain_6,p42,PLN_5,0,-1
domain_6,p43,PLN_5,0,-1
domain_6,p44,PLN_5,0,-1
domain_6,p45,PLN_5,0,-1
domain_6,p46,PLN_5,0,-1
domain_6,p47,PLN_5,0,-1
domain_6,p48,PLN_5,0,-1
domain_6,p49,PLN_5,0,-1
domain_6,p50,PLN_5,0,-1
domain_6,p51,PLN_5,0,-1
domain_6,p52,PLN_5,0,-1
domain_6,p53,PLN_5,0,-1
domain_6,p54,PLN_5,0,-1
domain_6,p55,PLN_5,0,-1
domain_6,p56,PLN_5,0,-1
domain_6,p57,PLN_5,0,-1
domain_6,p58,PLN_5,0,-1
domain_6,p59,PLN_5,0,-1
domain_6,p60,PLN_5,0,-1
domain_6,p61,PLN_5,0,-1
domain_6,p62,PLN_5,0,-1
domain_6,p63,PLN_5,0,-1
domain_6,p64,PLN_5,0,-1
domain_6,p65,PLN_5,0,-1
domain_6,p66,PLN_5,0,-1
domain_6,p67,PLN_5,0,-1
domain_6,p68,PLN_5,0,-1
domain_6,p69,PLN_5,0,-1
domain_6,p70,PLN_5,0,-1
domain_6,p71,PLN_5,0,-1
domain_6,p72,PLN_5,0,-1
domain_7,p1,PLN_1,1,509.104057007828
domain_7,p2,PLN_1,1,393.147952835971
domain_7,p3,PLN_1,1,341.219416638587
domain_7,p4,PLN_1,1,399.446244232787
domain_7,p5,PLN_1,1,412.682241177404
domain_7,p6,PLN_1,1,376.420772283141
domain_7,p7,PLN_1,1,496.149777918221
domain_7,p8,PLN_1,1,322.014585811314
domain_7,p9,PLN_1,1,357.168321026899
domain_7,p10,PLN_1,1,484.608410335738
domain_7,p11,PLN_1,1,319.784642921517
domain_7,p12,PLN_1,1,532.042059863275
domain_7,p13,PLN_1,1,495.553467609426
domain_7,p14,PLN_1,0,-1
domain_7,p15,PLN_1,0,-1
domain_7,p1,PLN_2,1,68.4670270665165
domain_7,p2,PLN_2,0,-1
domain_7,p3,PLN_2,0,-1
domain_7,p4,PLN_2,0,-1
domain_7,p5,PLN_2,0,-1
domain_7,p6,PLN_2,0,-1
domain_7,p7,PLN_2,0,-1
domain_7,p8,PLN_2,0,-1
domain_7,p9,PLN_2,0,-1
domain_7,p10,PLN_2,0,-1
domain_7,p11,PLN_2,0,-1
domain_7,p12,PLN_2,0,-1
domain_7,p13,PLN_2,0,-1
domain_7,p14,PLN_2,0,-1
domain_7,p15,PLN_2,0,-1
domain_7,p1,PLN_3,1,126.520540407216
domain_7,p2,PLN_3,1,138.882460856333
domain_7,p3,PLN_3,1,147.233479986706
domain_7,p4,PLN_3,1,124.54546401583
domain_7,p5,PLN_3,1,89.9269655473655
domain_7,p6,PLN_3,1,116.340198224594
domain_7,p7,PLN_3,0,-1
domain_7,p8,PLN_3,0,-1
domain_7,p9,PLN_3,0,-1
domain_7,p10,PLN_3,0,-1
domain_7,p11,PLN_3,0,-1
domain_7,p12,PLN_3,0,-1
domain_7,p13,PLN_3,0,-1
domain_7,p14,PLN_3,0,-1
domain_7,p15,PLN_3,0,-1
domain_7,p1,PLN_4,1,73.9303429701426
domain_7,p2,PLN_4,1,84.8995465564286
domain_7,p3,PLN_4,1,70.1621310383721
domain_7,p4,PLN_4,1,56.0158753544094
domain_7,p5,PLN_4,1,52.8382274631283
domain_7,p6,PLN_4,1,89.8905428057984
domain_7,p7,PLN_4,1,88.055346359255
domain_7,p8,PLN_4,1,97.5818836983448
domain_7,p9,PLN_4,1,70.6640678919405
domain_7,p10,PLN_4,1,44.4295639992727
domain_7,p11,PLN_4,1,47.9214168267831
domain_7,p12,PLN_4,1,70.9307575263531
domain_7,p13,PLN_4,1,46.3731980433097
domain_7,p14,PLN_4,1,69.7618587139054
domain_7,p15,PLN_4,0,-1
domain_7,p1,PLN_5,1,679.805523597936
domain_7,p2,PLN_5,1,925.520761503287
domain_7,p3,PLN_5,1,927.791767184955
domain_7,p4,PLN_5,1,780.453084344302
domain_7,p5,PLN_5,1,896.061750941846
domain_7,p6,PLN_5,1,871.172806478479
domain_7,p7,PLN_5,1,833.098405636476
domain_7,p8,PLN_5,1,743.983328510777
domain_7,p9,PLN_5,1,882.104910889577
domain_7,p10,PLN_5,1,796.142993642707
domain_7,p11,PLN_5,1,689.345286576865
domain_7,p12,PLN_5,1,832.660146281153
domain_7,p13,PLN_5,0,-1
domain_7,p14,PLN_5,0,-1
domain_7,p15,PLN_5,0,-1
domain_8,p1,PLN_1,1,218.721450721971
domain_8,p2,PLN_1,1,228.585903224245
domain_8,p3,PLN_1,1,331.392198115408
domain_8,p4,PLN_1,1,319.967916551039
domain_8,p5,PLN_1,1,389.827626572234
domain_8,p6,PLN_1,1,407.400512750626
domain_8,p7,PLN_1,1,468.560579755617
domain_8,p8,PLN_1,1,323.000800198601
domain_8,p9,PLN_1,1,276.518601058297
domain_8,p10,PLN_1,1,342.706416130135
domain_8,p11,PLN_1,0,-1
domain_8,p12,PLN_1,0,-1
domain_8,p13,PLN_1,0,-1
domain_8,p14,PLN_1,0,-1
domain_8,p15,PLN_1,0,-1
domain_8,p16,PLN_1,0,-1
domain_8,p17,PLN_1,0,-1
domain_8,p18,PLN_1,0,-1
domain_8,p19,PLN_1,0,-1
domain_8,p20,PLN_1,0,-1
domain_8,p21,PLN_1,0,-1
domain_8,p22,PLN_1,0,-1
domain_8,p23,PLN_1,0,-1
domain_8,p24,PLN_1,0,-1
domain_8,p25,PLN_1,0,-1
domain_8,p26,PLN_1,0,-1
domain_8,p27,PLN_1,0,-1
domain_8,p28,PLN_1,0,-1
domain_8,p29,PLN_1,0,-1
domain_8,p30,PLN_1,0,-1
domain_8,p31,PLN_1,0,-1
domain_8,p32,PLN_1,0,-1
domain_8,p33,PLN_1,0,-1
domain_8,p34,PLN_1,0,-1
domain_8,p35,PLN_1,0,-1
domain_8,p36,PLN_1,0,-1
domain_8,p37,PLN_1,0,-1
domain_8,p38,PLN_1,0,-1
domain_8,p39,PLN_1,0,-1
domain_8,p40,PLN_1,0,-1
domain_8,p41,PLN_1,0,-1
domain_8,p42,PLN_1,0,-1
domain_8,p43,PLN_1,0,-1
domain_8,p44,PLN_1,0,-1
domain_8,p45,PLN_1,0,-1
domain_8,p46,PLN_1,0,-1
domain_8,p47,PLN_1,0,-1
domain_8,p48,PLN_1,0,-1
domain_8,p49,PLN_1,0,-1
domain_8,p50,PLN_1,0,-1
domain_8,p51,PLN_1,0,-1
domain_8,p52,PLN_1,0,-1
domain_8,p53,PLN_1,0,-1
domain_8,p54,PLN_1,0,-1
domain_8,p55,PLN_1,0,-1
domain_8,p56,PLN_1,0,-1
domain_8,p57,PLN_1,0,-1
domain_8,p58,PLN_1,0,-1
domain_8,p59,PLN_1,0,-1
domain_8,p60,PLN_1,0,-1
domain_8,p61,PLN_1,0,-1
domain_8,p62,PLN_1,0,-1
domain_8,p63,PLN_1,0,-1
domain_8,p64,PLN_1,0,-1
domain_8,p65,PLN_1,0,-1
domain_8,p66,PLN_1,0,-1
domain_8,p67,PLN_1,0,-1
domain_8,p68,PLN_1,0,-1
domain_8,p69,PLN_1,0,-1
domain_8,p70,PLN_1,0,-1
domain_8,p71,PLN_1,0,-1
domain_8,p72,PLN_1,0,-1
domain_8,p1,PLN_2,1,56.9430924689277
domain_8,p2,PLN_2,1,68.9752385606576
domain_8,p3,PLN_2,1,83.172675664673
domain_8,p4,PLN_2,1,82.0629398711696
domain_8,p5,PLN_2,1,114.536004011464
domain_8,p6,PLN_2,1,59.133875197429
domain_8,p7,PLN_2,1,68.6547062974008
domain_8,p8,PLN_2,1,53.2919427728277
domain_8,p9,PLN_2,1,61.2821687699992
domain_8,p10,PLN_2,1,95.5948462351366
domain_8,p11,PLN_2,1,86.2405992789161
domain_8,p12,PLN_2,1,90.8516846169791
domain_8,p13,PLN_2,1,87.627044851217
domain_8,p14,PLN_2,1,71.8224742781343
domain_8,p15,PLN_2,1,92.5079819753547
domain_8,p16,PLN_2,1,78.6414814923004
domain_8,p17,PLN_2,1,67.4833983122999
domain_8,p18,PLN_2,1,69.9531033970341
domain_8,p19,PLN_2,1,36.5288318847578
domain_8,p20,PLN_2,1,75.8178388387045
domain_8,p21,PLN_2,1,92.5231225411545
domain_8,p22,PLN_2,1,86.956921737284
domain_8,p23,PLN_2,1,86.0340952869001
domain_8,p24,PLN_2,1,68.717893786233
domain_8,p25,PLN_2,1,59.5914093394372
domain_8,p26,PLN_2,1,75.8124052702808
domain_8,p27,PLN_2,1,83.1034927372498
domain_8,p28,PLN_2,1,97.3899891711946
domain_8,p29,PLN_2,1,90.268468929203
domain_8,p30,PLN_2,1,99.9006411987958
domain_8,p31,PLN_2,1,68.991041305319
domain_8,p32,PLN_2,1,92.4545658884119
domain_8,p33,PLN_2,1,81.850061959981
domain_8,p34,PLN_2,1,99.3007318186344
domain_8,p35,PLN_2,1,75.2507848925156
