scenario,id,domain,problem
first-responders-ipc08,p92,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p92.pddl
first-responders-ipc08,p93,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p93.pddl
first-responders-ipc08,p94,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p94.pddl
first-responders-ipc08,p95,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p95.pddl
first-responders-ipc08,p96,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p96.pddl
first-responders-ipc08,p97,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p97.pddl
first-responders-ipc08,p98,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p98.pddl
first-responders-ipc08,p99,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p99.pddl
first-responders-ipc08,p100,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p100.pddl
first-responders-ipc08,p101,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p101.pddl
first-responders-ipc08,p102,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p102.pddl
first-responders-ipc08,p103,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p103.pddl
first-responders-ipc08,p104,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p104.pddl
first-responders-ipc08,p105,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p105.pddl
first-responders-ipc08,p106,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p106.pddl
first-responders-ipc08,p107,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p107.pddl
first-responders-ipc08,p108,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p108.pddl
first-responders-ipc08,p109,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p109.pddl
first-responders-ipc08,p110,./benchmarking/problems/first-responders-ipc08/domain.pddl,./benchmarking/problems/first-responders-ipc08/p110.pddl
earth_observation,p01,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p01.pddl
earth_observation,p02,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p02.pddl
earth_observation,p03,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p03.pddl
earth_observation,p04,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p04.pddl
earth_observation,p05,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p05.pddl
earth_observation,p06,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p06.pddl
earth_observation,p07,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p07.pddl
earth_observation,p08,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p08.pddl
earth_observation,p09,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p09.pddl
earth_observation,p10,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p10.pddl
earth_observation,p11,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p11.pddl
earth_observation,p12,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p12.pddl
earth_observation,p13,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p13.pddl
earth_observation,p14,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p14.pddl
earth_observation,p15,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p15.pddl
earth_observation,p16,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p16.pddl
earth_observation,p17,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p17.pddl
earth_observation,p18,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p18.pddl
earth_observation,p19,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p19.pddl
earth_observation,p20,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p20.pddl
earth_observation,p21,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p21.pddl
earth_observation,p22,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p22.pddl
earth_observation,p23,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p23.pddl
earth_observation,p24,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p24.pddl
earth_observation,p25,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p25.pddl
earth_observation,p26,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p26.pddl
earth_observation,p27,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p27.pddl
earth_observation,p28,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p28.pddl
earth_observation,p29,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p29.pddl
earth_observation,p30,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p30.pddl
earth_observation,p31,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p31.pddl
earth_observation,p32,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p32.pddl
earth_observation,p33,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p33.pddl
earth_observation,p34,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p34.pddl
earth_observation,p35,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p35.pddl
earth_observation,p36,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p36.pddl
earth_observation,p37,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p37.pddl
earth_observation,p38,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p38.pddl
earth_observation,p39,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p39.pddl
earth_observation,p40,./benchmarking/problems/earth_observation/domain.pddl,./benchmarking/problems/earth_observation/p40.pddl
chain-of-rooms,p1,./benchmarking/problems/chain-of-rooms/domain.pddl,./benchmarking/problems/chain-of-rooms/p1.pddl
chain-of-rooms,p2,./benchmarking/problems/chain-of-rooms/domain.pddl,./benchmarking/problems/chain-of-rooms/p2.pddl
chain-of-rooms,p3,./benchmarking/problems/chain-of-rooms/domain.pddl,./benchmarking/problems/chain-of-rooms/p3.pddl
chain-of-rooms,p4,./benchmarking/problems/chain-of-rooms/domain.pddl,./benchmarking/problems/chain-of-rooms/p4.pddl
chain-of-rooms,p5,./benchmarking/problems/chain-of-rooms/domain.pddl,./benchmarking/problems/chain-of-rooms/p5.pddl
chain-of-rooms,p6,./benchmarking/problems/chain-of-rooms/domain.pddl,./benchmarking/problems/chain-of-rooms/p6.pddl
chain-of-rooms,p7,./benchmarking/problems/chain-of-rooms/domain.pddl,./benchmarking/problems/chain-of-rooms/p7.pddl
chain-of-rooms,p8,./benchmarking/problems/chain-of-rooms/domain.pddl,./benchmarking/problems/chain-of-rooms/p8.pddl
chain-of-rooms,p9,./benchmarking/problems/chain-of-rooms/domain.pddl,./benchmarking/problems/chain-of-rooms/p9.pddl
chain-of-rooms,p10,./benchmarking/problems/chain-of-rooms/domain.pddl,./benchmarking/problems/chain-of-rooms/p10.pddl
islands,p01,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p01.pddl
islands,p02,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p02.pddl
islands,p03,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p03.pddl
islands,p04,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p04.pddl
islands,p05,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p05.pddl
islands,p06,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p06.pddl
islands,p07,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p07.pddl
islands,p08,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p08.pddl
islands,p09,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p09.pddl
islands,p10,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p10.pddl
islands,p11,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p11.pddl
islands,p12,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p12.pddl
islands,p13,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p13.pddl
islands,p14,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p14.pddl
islands,p15,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p15.pddl
islands,p16,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p16.pddl
islands,p17,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p17.pddl
islands,p18,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p18.pddl
islands,p19,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p19.pddl
islands,p20,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p20.pddl
islands,p21,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p21.pddl
islands,p22,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p22.pddl
islands,p23,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p23.pddl
islands,p24,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p24.pddl
islands,p25,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p25.pddl
islands,p26,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p26.pddl
islands,p27,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p27.pddl
islands,p28,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p28.pddl
islands,p29,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p29.pddl
islands,p30,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p30.pddl
islands,p31,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p31.pddl
islands,p32,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p32.pddl
islands,p33,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p33.pddl
islands,p34,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p34.pddl
islands,p35,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p35.pddl
islands,p36,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p36.pddl
islands,p37,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p37.pddl
islands,p38,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p38.pddl
islands,p39,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p39.pddl
islands,p40,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p40.pddl
islands,p41,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p41.pddl
islands,p42,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p42.pddl
islands,p43,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p43.pddl
islands,p44,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p44.pddl
islands,p45,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p45.pddl
islands,p46,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p46.pddl
islands,p47,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p47.pddl
islands,p48,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p48.pddl
islands,p49,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p49.pddl
islands,p50,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p50.pddl
islands,p51,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p51.pddl
islands,p52,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p52.pddl
islands,p53,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p53.pddl
islands,p54,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p54.pddl
islands,p55,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p55.pddl
islands,p56,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p56.pddl
islands,p57,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p57.pddl
islands,p58,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p58.pddl
islands,p59,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p59.pddl
islands,p60,./benchmarking/problems/islands/domain.pddl,./benchmarking/problems/islands/p60.pddl
elevators,p01,./benchmarking/problems/elevators/domain.pddl,./benchmarking/problems/elevators/p01.pddl
elevators,p02,./benchmarking/problems/elevators/domain.pddl,./benchmarking/problems/elevators/p02.pddl
elevators,p03,./benchmarking/problems/elevators/domain.pddl,./benchmarking/problems/elevators/p03.pddl
elevators,p04,./benchmarking/problems/elevators/domain.pddl,./benchmarking/problems/elevators/p04.pddl
elevators,p05,./benchmarking/problems/elevators/domain.pddl,./benchmarking/problems/elevators/p05.pddl
elevators,p06,./benchmarking/problems/elevators/domain.pddl,./benchmarking/problems/elevators/p06.pddl
elevators,p07,./benchmarking/problems/elevators/domain.pddl,./benchmarking/problems/elevators/p07.pddl
elevators,p08,./benchmarking/problems/elevators/domain.pddl,./benchmarking/problems/elevators/p08.pddl
elevators,p09,./benchmarking/problems/elevators/domain.pddl,./benchmarking/problems/elevators/p09.pddl
elevators,p10,./benchmarking/problems/elevators/domain.pddl,./benchmarking/problems/elevators/p10.pddl
elevators,p11,./benchmarking/problems/elevators/domain.pddl,./benchmarking/problems/elevators/p11.pddl
elevators,p12,./benchmarking/problems/elevators/domain.pddl,./benchmarking/problems/elevators/p12.pddl
elevators,p13,./benchmarking/problems/elevators/domain.pddl,./benchmarking/problems/elevators/p13.pddl
elevators,p14,./benchmarking/problems/elevators/domain.pddl,./benchmarking/problems/elevators/p14.pddl
elevators,p15,./benchmarking/problems/elevators/domain.pddl,./benchmarking/problems/elevators/p15.pddl
doors,p01,./benchmarking/problems/doors/domain.pddl,./benchmarking/problems/doors/p01.pddl
doors,p02,./benchmarking/problems/doors/domain.pddl,./benchmarking/problems/doors/p02.pddl
doors,p03,./benchmarking/problems/doors/domain.pddl,./benchmarking/problems/doors/p03.pddl
doors,p04,./benchmarking/problems/doors/domain.pddl,./benchmarking/problems/doors/p04.pddl
doors,p05,./benchmarking/problems/doors/domain.pddl,./benchmarking/problems/doors/p05.pddl
doors,p06,./benchmarking/problems/doors/domain.pddl,./benchmarking/problems/doors/p06.pddl
doors,p07,./benchmarking/problems/doors/domain.pddl,./benchmarking/problems/doors/p07.pddl
doors,p08,./benchmarking/problems/doors/domain.pddl,./benchmarking/problems/doors/p08.pddl
doors,p09,./benchmarking/problems/doors/domain.pddl,./benchmarking/problems/doors/p09.pddl
doors,p10,./benchmarking/problems/doors/domain.pddl,./benchmarking/problems/doors/p10.pddl
doors,p11,./benchmarking/problems/doors/domain.pddl,./benchmarking/problems/doors/p11.pddl
doors,p12,./benchmarking/problems/doors/domain.pddl,./benchmarking/problems/doors/p12.pddl
doors,p13,./benchmarking/problems/doors/domain.pddl,./benchmarking/problems/doors/p13.pddl
doors,p14,./benchmarking/problems/doors/domain.pddl,./benchmarking/problems/doors/p14.pddl
doors,p15,./benchmarking/problems/doors/domain.pddl,./benchmarking/problems/doors/p15.pddl
tireworld-truck,p01,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p01.pddl
tireworld-truck,p02,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p02.pddl
tireworld-truck,p03,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p03.pddl
tireworld-truck,p04,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p04.pddl
tireworld-truck,p05,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p05.pddl
tireworld-truck,p06,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p06.pddl
tireworld-truck,p07,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p07.pddl
tireworld-truck,p08,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p08.pddl
tireworld-truck,p09,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p09.pddl
tireworld-truck,p11,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p11.pddl
tireworld-truck,p12,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p12.pddl
tireworld-truck,p13,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p13.pddl
tireworld-truck,p14,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p14.pddl
tireworld-truck,p15,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p15.pddl
tireworld-truck,p16,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p16.pddl
tireworld-truck,p17,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p17.pddl
tireworld-truck,p18,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p18.pddl
tireworld-truck,p19,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p19.pddl
tireworld-truck,p20,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p20.pddl
tireworld-truck,p21,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p21.pddl
tireworld-truck,p22,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p22.pddl
tireworld-truck,p23,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p23.pddl
tireworld-truck,p24,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p24.pddl
tireworld-truck,p25,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p25.pddl
tireworld-truck,p26,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p26.pddl
tireworld-truck,p27,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p27.pddl
tireworld-truck,p28,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p28.pddl
tireworld-truck,p29,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p29.pddl
tireworld-truck,p30,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p30.pddl
tireworld-truck,p31,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p31.pddl
tireworld-truck,p32,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p32.pddl
tireworld-truck,p33,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p33.pddl
tireworld-truck,p34,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p34.pddl
tireworld-truck,p35,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p35.pddl
tireworld-truck,p36,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p36.pddl
tireworld-truck,p37,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p37.pddl
tireworld-truck,p38,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p38.pddl
tireworld-truck,p39,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p39.pddl
tireworld-truck,p40,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p40.pddl
tireworld-truck,p41,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p41.pddl
tireworld-truck,p42,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p42.pddl
tireworld-truck,p43,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p43.pddl
tireworld-truck,p44,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p44.pddl
tireworld-truck,p45,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p45.pddl
tireworld-truck,p46,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p46.pddl
tireworld-truck,p47,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p47.pddl
tireworld-truck,p48,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p48.pddl
tireworld-truck,p49,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p49.pddl
tireworld-truck,p50,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p50.pddl
tireworld-truck,p51,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p51.pddl
tireworld-truck,p52,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p52.pddl
tireworld-truck,p53,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p53.pddl
tireworld-truck,p54,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p54.pddl
tireworld-truck,p55,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p55.pddl
tireworld-truck,p56,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p56.pddl
tireworld-truck,p57,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p57.pddl
tireworld-truck,p58,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p58.pddl
tireworld-truck,p59,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p59.pddl
tireworld-truck,p60,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p60.pddl
tireworld-truck,p61,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p61.pddl
tireworld-truck,p62,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p62.pddl
tireworld-truck,p63,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p63.pddl
tireworld-truck,p64,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p64.pddl
tireworld-truck,p65,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p65.pddl
tireworld-truck,p66,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p66.pddl
tireworld-truck,p67,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p67.pddl
tireworld-truck,p68,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p68.pddl
tireworld-truck,p69,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p69.pddl
tireworld-truck,p70,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p70.pddl
tireworld-truck,p71,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p71.pddl
tireworld-truck,p72,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p72.pddl
tireworld-truck,p73,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p73.pddl
tireworld-truck,p74,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p74.pddl
tireworld-truck,p75,./benchmarking/problems/tireworld-truck/domain.pddl,./benchmarking/problems/tireworld-truck/p75.pddl
zenotravel,p01,./benchmarking/problems/zenotravel/domain.pddl,./benchmarking/problems/zenotravel/p01.pddl
zenotravel,p02,./benchmarking/problems/zenotravel/domain.pddl,./benchmarking/problems/zenotravel/p02.pddl
zenotravel,p03,./benchmarking/problems/zenotravel/domain.pddl,./benchmarking/problems/zenotravel/p03.pddl
zenotravel,p04,./benchmarking/problems/zenotravel/domain.pddl,./benchmarking/problems/zenotravel/p04.pddl
zenotravel,p05,./benchmarking/problems/zenotravel/domain.pddl,./benchmarking/problems/zenotravel/p05.pddl
zenotravel,p06,./benchmarking/problems/zenotravel/domain.pddl,./benchmarking/problems/zenotravel/p06.pddl
zenotravel,p07,./benchmarking/problems/zenotravel/domain.pddl,./benchmarking/problems/zenotravel/p07.pddl
zenotravel,p08,./benchmarking/problems/zenotravel/domain.pddl,./benchmarking/problems/zenotravel/p08.pddl
zenotravel,p09,./benchmarking/problems/zenotravel/domain.pddl,./benchmarking/problems/zenotravel/p09.pddl
zenotravel,p10,./benchmarking/problems/zenotravel/domain.pddl,./benchmarking/problems/zenotravel/p10.pddl
zenotravel,p11,./benchmarking/problems/zenotravel/domain.pddl,./benchmarking/problems/zenotravel/p11.pddl
zenotravel,p12,./benchmarking/problems/zenotravel/domain.pddl,./benchmarking/problems/zenotravel/p12.pddl
zenotravel,p13,./benchmarking/problems/zenotravel/domain.pddl,./benchmarking/problems/zenotravel/p13.pddl
zenotravel,p14,./benchmarking/problems/zenotravel/domain.pddl,./benchmarking/problems/zenotravel/p14.pddl
zenotravel,p15,./benchmarking/problems/zenotravel/domain.pddl,./benchmarking/problems/zenotravel/p15.pddl
acrobatics,p01,./benchmarking/problems/acrobatics/domain.pddl,./benchmarking/problems/acrobatics/p01.pddl
acrobatics,p02,./benchmarking/problems/acrobatics/domain.pddl,./benchmarking/problems/acrobatics/p02.pddl
acrobatics,p03,./benchmarking/problems/acrobatics/domain.pddl,./benchmarking/problems/acrobatics/p03.pddl
acrobatics,p04,./benchmarking/problems/acrobatics/domain.pddl,./benchmarking/problems/acrobatics/p04.pddl
acrobatics,p05,./benchmarking/problems/acrobatics/domain.pddl,./benchmarking/problems/acrobatics/p05.pddl
acrobatics,p06,./benchmarking/problems/acrobatics/domain.pddl,./benchmarking/problems/acrobatics/p06.pddl
