domain,instance,configuration,time,choices,conflicts,restarts,constraints,variables,sat,iteration
elevators,p03,asp-6,0.0,27,23,0,30828,2486,0,5
elevators,p03,asp-6,0.03,710,341,4,98349,5663,0,8
elevators,p03,asp-6,0.3,4679,2948,19,247709,11845,0,12
elevators,p03,asp-6,0.61,8731,5621,30,295664,13738,0,13
elevators,p03,asp-6,0.05,1221,637,5,129326,7000,0,9
elevators,p03,asp-6,0.21,4214,2503,16,204003,10091,0,11
elevators,p03,asp-6,0.09,1696,978,8,164543,8476,0,10
elevators,p03,asp-6,1.84,22928,16165,62,347871,15770,0,14
elevators,p03,asp-6,0.46,7474,3858,24,404333,17941,1,15
elevators,p01,asp-3,0.0,0,1,0,0,141,0,1
elevators,p01,asp-3,0.0,0,1,0,16,503,0,2
elevators,p01,asp-3,0.0,6,4,0,1627,1095,0,3
elevators,p01,asp-3,0.01,599,335,3,10015,4677,0,7
elevators,p01,asp-3,0.0,292,135,2,7347,3558,0,6
elevators,p01,asp-3,0.0,24,16,0,3177,1767,0,4
elevators,p01,asp-3,0.0,125,49,0,5080,2588,0,5
elevators,p01,asp-3,0.02,1031,573,5,13087,5945,0,8
elevators,p01,asp-3,0.32,6985,3896,24,29475,12507,0,12
elevators,p01,asp-3,0.1,2670,1140,6,34612,14520,1,13
elevators,p01,asp-3,0.1,2549,1520,12,16566,7362,0,9
elevators,p01,asp-3,0.15,5288,3097,19,24757,10643,0,11
elevators,p01,asp-3,0.1,3641,2105,14,20455,8928,0,10
elevators,p01,asp-4,0.0,0,1,0,0,235,0,1
elevators,p01,asp-4,0.0,3,3,0,963,421,0,2
elevators,p01,asp-4,0.0,18,9,0,6472,805,0,3
elevators,p01,asp-4,0.04,1325,752,6,67999,3311,0,7
elevators,p01,asp-4,0.02,622,383,4,46545,2536,0,6
elevators,p01,asp-4,0.0,91,37,0,15789,1283,0,4
elevators,p01,asp-4,0.0,227,122,1,29142,1860,0,5
elevators,p01,asp-4,0.11,2989,1676,13,93507,4185,0,8
elevators,p01,asp-4,1.7,27875,16548,67,236139,8671,0,12
elevators,p01,asp-4,1.08,22101,11400,53,281962,10040,1,13
elevators,p01,asp-4,0.31,6364,3904,27,123072,5158,0,9
elevators,p01,asp-4,1.28,18916,11568,51,194385,7401,0,11
elevators,p01,asp-4,0.58,12116,7665,32,156697,6230,0,10
elevators,p01,asp-5,0.0,0,1,0,0,247,0,1
elevators,p01,asp-5,0.0,0,1,0,116,480,0,2
elevators,p01,asp-5,0.0,4,4,0,6679,1098,0,3
elevators,p01,asp-5,0.02,862,190,2,71796,4656,0,7
elevators,p01,asp-5,0.01,131,69,1,49293,3546,0,6
elevators,p01,asp-5,0.0,10,9,0,16296,1767,0,4
elevators,p01,asp-5,0.0,42,23,0,31008,2583,0,5
elevators,p01,asp-5,0.04,804,487,4,98520,5913,0,8
elevators,p01,asp-5,0.55,10079,4702,24,247686,12411,0,12
elevators,p01,asp-5,0.37,7360,2847,14,295560,14403,1,13
elevators,p01,asp-5,0.13,2382,1509,12,129468,7317,0,9
elevators,p01,asp-5,0.29,4383,2907,15,204048,10566,0,11
elevators,p01,asp-5,0.38,4131,2601,17,164643,8868,0,10
elevators,p01,asp-2,0.0,0,1,0,0,235,0,1
elevators,p01,asp-2,0.0,3,3,0,963,420,0,2
elevators,p01,asp-2,0.0,29,11,0,6447,798,0,3
elevators,p01,asp-2,0.08,1929,1069,9,67763,3264,0,7
elevators,p01,asp-2,0.02,697,394,4,46382,2502,0,6
elevators,p01,asp-2,0.0,76,44,0,15731,1269,0,4
elevators,p01,asp-2,0.02,218,112,1,29039,1837,0,5
elevators,p01,asp-2,0.17,4006,2130,14,93185,4123,0,8
elevators,p01,asp-2,2.56,91750,24037,93,235343,8529,0,12
elevators,p01,asp-2,2.21,99433,24991,100,281015,9873,1,13
elevators,p01,asp-2,0.32,7745,4726,29,122651,5079,0,9
elevators,p01,asp-2,0.84,15721,9939,52,193727,7282,0,11
elevators,p01,asp-2,0.46,9758,5519,30,156164,6132,0,10
elevators,p01,asp-1,0.0,0,1,0,0,141,0,1
elevators,p01,asp-1,0.0,0,1,0,16,502,0,2
elevators,p01,asp-1,0.0,8,5,0,1602,1087,0,3
elevators,p01,asp-1,0.01,573,314,3,9780,4629,0,7
elevators,p01,asp-1,0.0,229,126,1,7185,3523,0,6
elevators,p01,asp-1,0.0,30,15,0,3120,1752,0,4
elevators,p01,asp-1,0.0,81,48,0,4978,2564,0,5
elevators,p01,asp-1,0.03,1511,722,6,12766,5882,0,8
elevators,p01,asp-1,0.29,9735,5457,30,28680,12364,0,12
elevators,p01,asp-1,0.23,7663,4078,21,33666,14352,1,13
elevators,p01,asp-1,0.06,2406,1496,9,16146,7282,0,9
elevators,p01,asp-1,0.12,4418,2405,14,24100,10523,0,11
elevators,p01,asp-1,0.11,2985,1637,13,19923,8829,0,10
elevators,p01,asp-6,0.0,0,1,0,0,247,0,1
elevators,p01,asp-6,0.0,0,1,0,116,481,0,2
elevators,p01,asp-6,0.0,4,4,0,6704,1106,0,3
elevators,p01,asp-6,0.02,321,200,2,72031,4704,0,7
elevators,p01,asp-6,0.01,101,72,1,49455,3581,0,6
elevators,p01,asp-6,0.0,17,13,0,16353,1782,0,4
elevators,p01,asp-6,0.0,39,30,0,31110,2607,0,5
elevators,p01,asp-6,0.04,897,551,5,98841,5976,0,8
elevators,p01,asp-6,0.62,7744,4738,29,248481,12554,0,12
elevators,p01,asp-6,0.78,9971,5819,30,296506,14571,1,13
elevators,p01,asp-6,0.08,1547,882,6,129888,7397,0,9
elevators,p01,asp-6,0.36,5872,3655,25,204705,10686,0,11
elevators,p01,asp-6,0.19,3312,1934,14,165175,8967,0,10
tireworld-truck,p03,asp-3,0.0,0,1,0,0,96,0,1
tireworld-truck,p03,asp-3,0.0,0,1,0,55,289,0,2
tireworld-truck,p03,asp-3,0.0,16,7,0,1066,667,0,3
tireworld-truck,p03,asp-3,0.02,875,545,5,6201,2807,0,7
tireworld-truck,p03,asp-3,0.01,324,219,2,4587,2140,0,6
tireworld-truck,p03,asp-3,0.0,36,22,0,2058,1070,0,4
tireworld-truck,p03,asp-3,0.0,99,57,0,3206,1561,0,5
tireworld-truck,p03,asp-3,0.04,2037,1270,9,8050,3562,0,8
tireworld-truck,p03,asp-3,0.07,3388,2152,14,10136,4405,0,9
tireworld-truck,p03,asp-3,0.12,5727,3640,24,12461,5336,1,10
tireworld-truck,p03,asp-4,0.0,0,1,0,0,101,0,1
tireworld-truck,p03,asp-4,0.0,0,1,0,0,290,0,2
tireworld-truck,p03,asp-4,0.0,48,22,0,2172,498,0,3
tireworld-truck,p03,asp-4,0.03,1736,974,7,18121,2050,0,7
tireworld-truck,p03,asp-4,0.01,785,381,4,12669,1569,0,6
tireworld-truck,p03,asp-4,0.0,105,50,0,4696,793,0,4
tireworld-truck,p03,asp-4,0.0,259,148,1,8194,1150,0,5
tireworld-truck,p03,asp-4,0.08,4211,2463,14,24552,2593,0,8
tireworld-truck,p03,asp-4,0.15,6994,3849,21,31964,3198,0,9
tireworld-truck,p03,asp-4,0.27,10530,5774,29,40359,3865,1,10
tireworld-truck,p03,asp-5,0.0,0,1,0,0,101,0,1
tireworld-truck,p03,asp-5,0.0,0,1,0,0,314,0,2
tireworld-truck,p03,asp-5,0.0,16,9,0,2383,635,0,3
tireworld-truck,p03,asp-5,0.01,844,460,5,20214,2703,0,7
tireworld-truck,p03,asp-5,0.01,334,189,2,14207,2057,0,6
tireworld-truck,p03,asp-5,0.0,71,34,0,5317,1023,0,4
tireworld-truck,p03,asp-5,0.0,98,69,1,9260,1497,0,5
tireworld-truck,p03,asp-5,0.05,2054,1176,7,27283,3435,0,8
tireworld-truck,p03,asp-5,0.1,3611,2279,14,35416,4253,0,9
tireworld-truck,p03,asp-5,0.23,7632,4736,27,44615,5157,1,10
tireworld-truck,p03,asp-2,0.0,0,1,0,0,101,0,1
tireworld-truck,p03,asp-2,0.0,0,1,0,0,289,0,2
tireworld-truck,p03,asp-2,0.0,41,21,0,2148,491,0,3
tireworld-truck,p03,asp-2,0.03,1970,1147,8,17885,2003,0,7
tireworld-truck,p03,asp-2,0.01,773,439,3,12506,1535,0,6
tireworld-truck,p03,asp-2,0.0,114,67,1,4638,779,0,4
tireworld-truck,p03,asp-2,0.0,280,159,2,8091,1127,0,5
tireworld-truck,p03,asp-2,0.09,4662,2769,15,24230,2531,0,8
tireworld-truck,p03,asp-2,0.18,7570,4706,29,31543,3119,0,9
tireworld-truck,p03,asp-2,0.25,10758,5943,30,39826,3767,1,10
tireworld-truck,p03,asp-1,0.0,0,1,0,0,96,0,1
tireworld-truck,p03,asp-1,0.0,0,1,0,55,288,0,2
tireworld-truck,p03,asp-1,0.0,18,8,0,1041,659,0,3
tireworld-truck,p03,asp-1,0.01,935,513,5,5966,2759,0,7
tireworld-truck,p03,asp-1,0.0,412,200,2,4425,2105,0,6
tireworld-truck,p03,asp-1,0.0,37,26,0,2001,1055,0,4
tireworld-truck,p03,asp-1,0.0,126,78,1,3104,1537,0,5
tireworld-truck,p03,asp-1,0.03,1741,1034,6,7729,3499,0,8
tireworld-truck,p03,asp-1,0.06,3314,2014,13,9716,4325,0,9
tireworld-truck,p03,asp-1,0.12,5964,3410,20,11929,5237,1,10
tireworld-truck,p03,asp-6,0.0,0,1,0,0,101,0,1
tireworld-truck,p03,asp-6,0.0,0,1,0,0,315,0,2
tireworld-truck,p03,asp-6,0.0,10,7,0,2408,643,0,3
tireworld-truck,p03,asp-6,0.02,856,527,5,20449,2751,0,7
tireworld-truck,p03,asp-6,0.01,292,171,2,14369,2092,0,6
tireworld-truck,p03,asp-6,0.0,51,23,0,5374,1038,0,4
tireworld-truck,p03,asp-6,0.0,140,85,1,9362,1521,0,5
tireworld-truck,p03,asp-6,0.05,1695,1096,7,27604,3498,0,8
tireworld-truck,p03,asp-6,0.09,3280,1972,13,35836,4333,0,9
tireworld-truck,p03,asp-6,0.11,4253,2362,14,45147,5256,1,10
tireworld-truck,p01,asp-3,0.0,0,1,0,0,96,0,1
tireworld-truck,p01,asp-3,0.0,0,1,0,55,289,0,2
tireworld-truck,p01,asp-3,0.0,16,7,0,1066,667,0,3
tireworld-truck,p01,asp-3,0.01,875,545,5,6201,2807,0,7
tireworld-truck,p01,asp-3,0.01,324,219,2,4587,2140,0,6
tireworld-truck,p01,asp-3,0.0,36,22,0,2058,1070,0,4
tireworld-truck,p01,asp-3,0.0,99,57,0,3206,1561,0,5
tireworld-truck,p01,asp-3,0.04,2037,1270,9,8050,3562,0,8
tireworld-truck,p01,asp-3,0.07,3388,2152,14,10136,4405,0,9
tireworld-truck,p01,asp-3,0.12,5727,3640,24,12461,5336,1,10
tireworld-truck,p01,asp-4,0.0,0,1,0,0,101,0,1
tireworld-truck,p01,asp-4,0.0,0,1,0,0,290,0,2
tireworld-truck,p01,asp-4,0.0,48,22,0,2172,498,0,3
tireworld-truck,p01,asp-4,0.03,1736,974,7,18121,2050,0,7
tireworld-truck,p01,asp-4,0.01,785,381,4,12669,1569,0,6
tireworld-truck,p01,asp-4,0.0,105,50,0,4696,793,0,4
tireworld-truck,p01,asp-4,0.0,259,148,1,8194,1150,0,5
tireworld-truck,p01,asp-4,0.08,4211,2463,14,24552,2593,0,8
tireworld-truck,p01,asp-4,0.15,6994,3849,21,31964,3198,0,9
tireworld-truck,p01,asp-4,0.26,10530,5774,29,40359,3865,1,10
tireworld-truck,p01,asp-5,0.0,0,1,0,0,101,0,1
tireworld-truck,p01,asp-5,0.0,0,1,0,0,314,0,2
tireworld-truck,p01,asp-5,0.0,16,9,0,2383,635,0,3
tireworld-truck,p01,asp-5,0.02,844,460,5,20214,2703,0,7
tireworld-truck,p01,asp-5,0.01,334,189,2,14207,2057,0,6
tireworld-truck,p01,asp-5,0.0,71,34,0,5317,1023,0,4
tireworld-truck,p01,asp-5,0.0,98,69,1,9260,1497,0,5
tireworld-truck,p01,asp-5,0.05,2054,1176,7,27283,3435,0,8
tireworld-truck,p01,asp-5,0.1,3611,2279,14,35416,4253,0,9
tireworld-truck,p01,asp-5,0.24,7632,4736,27,44615,5157,1,10
tireworld-truck,p01,asp-2,0.0,0,1,0,0,101,0,1
tireworld-truck,p01,asp-2,0.0,0,1,0,0,289,0,2
tireworld-truck,p01,asp-2,0.0,41,21,0,2148,491,0,3
tireworld-truck,p01,asp-2,0.03,1970,1147,8,17885,2003,0,7
tireworld-truck,p01,asp-2,0.01,773,439,3,12506,1535,0,6
tireworld-truck,p01,asp-2,0.0,114,67,1,4638,779,0,4
tireworld-truck,p01,asp-2,0.0,280,159,2,8091,1127,0,5
tireworld-truck,p01,asp-2,0.09,4662,2769,15,24230,2531,0,8
tireworld-truck,p01,asp-2,0.19,7570,4706,29,31543,3119,0,9
tireworld-truck,p01,asp-2,0.26,10758,5943,30,39826,3767,1,10
tireworld-truck,p01,asp-1,0.0,0,1,0,0,96,0,1
tireworld-truck,p01,asp-1,0.0,0,1,0,55,288,0,2
tireworld-truck,p01,asp-1,0.0,18,8,0,1041,659,0,3
tireworld-truck,p01,asp-1,0.01,935,513,5,5966,2759,0,7
tireworld-truck,p01,asp-1,0.0,412,200,2,4425,2105,0,6
tireworld-truck,p01,asp-1,0.0,37,26,0,2001,1055,0,4
tireworld-truck,p01,asp-1,0.0,126,78,1,3104,1537,0,5
tireworld-truck,p01,asp-1,0.03,1741,1034,6,7729,3499,0,8
tireworld-truck,p01,asp-1,0.05,3314,2014,13,9716,4325,0,9
tireworld-truck,p01,asp-1,0.11,5964,3410,20,11929,5237,1,10
tireworld-truck,p01,asp-6,0.0,0,1,0,0,101,0,1
tireworld-truck,p01,asp-6,0.0,0,1,0,0,315,0,2
tireworld-truck,p01,asp-6,0.0,10,7,0,2408,643,0,3
tireworld-truck,p01,asp-6,0.02,856,527,5,20449,2751,0,7
tireworld-truck,p01,asp-6,0.01,292,171,2,14369,2092,0,6
tireworld-truck,p01,asp-6,0.0,51,23,0,5374,1038,0,4
tireworld-truck,p01,asp-6,0.0,140,85,1,9362,1521,0,5
tireworld-truck,p01,asp-6,0.05,1695,1096,7,27604,3498,0,8
tireworld-truck,p01,asp-6,0.12,3280,1972,13,35836,4333,0,9
tireworld-truck,p01,asp-6,0.11,4253,2362,14,45147,5256,1,10
faults-ipc08,p03,asp-3,0.0,0,1,0,0,22,0,1
faults-ipc08,p03,asp-3,0.0,0,1,0,5,72,0,2
faults-ipc08,p03,asp-3,0.0,10,9,0,271,148,0,3
faults-ipc08,p03,asp-3,0.0,25,10,0,558,235,0,4
faults-ipc08,p03,asp-4,0.0,0,1,0,0,32,0,1
faults-ipc08,p03,asp-4,0.0,0,1,0,5,69,0,2
faults-ipc08,p03,asp-4,0.0,13,6,0,295,133,0,3
faults-ipc08,p03,asp-4,0.0,36,11,0,624,212,0,4
faults-ipc08,p03,asp-5,0.0,0,1,0,0,21,0,1
faults-ipc08,p03,asp-5,0.0,0,1,0,5,74,0,2
faults-ipc08,p03,asp-5,0.0,13,6,0,354,148,0,3
faults-ipc08,p03,asp-5,0.0,25,6,0,750,231,0,4
faults-ipc08,p03,asp-2,0.0,0,1,0,0,32,0,1
faults-ipc08,p03,asp-2,0.0,0,1,0,5,68,0,2
faults-ipc08,p03,asp-2,0.0,9,5,0,270,126,0,3
faults-ipc08,p03,asp-2,0.0,24,7,0,566,198,0,4
faults-ipc08,p03,asp-1,0.0,0,1,0,0,22,0,1
faults-ipc08,p03,asp-1,0.0,0,1,0,5,71,0,2
faults-ipc08,p03,asp-1,0.0,11,10,0,246,140,0,3
faults-ipc08,p03,asp-1,0.0,22,10,0,501,220,0,4
faults-ipc08,p03,asp-6,0.0,0,1,0,0,21,0,1
faults-ipc08,p03,asp-6,0.0,0,1,0,5,75,0,2
faults-ipc08,p03,asp-6,0.0,15,8,0,379,156,0,3
faults-ipc08,p03,asp-6,0.0,33,14,0,807,246,0,4
faults-ipc08,p01,asp-3,0.0,0,1,0,0,22,0,1
faults-ipc08,p01,asp-3,0.0,0,1,0,5,72,0,2
faults-ipc08,p01,asp-3,0.0,10,9,0,271,148,0,3
faults-ipc08,p01,asp-3,0.0,25,10,0,558,235,0,4
faults-ipc08,p01,asp-4,0.0,0,1,0,0,32,0,1
faults-ipc08,p01,asp-4,0.0,0,1,0,5,69,0,2
faults-ipc08,p01,asp-4,0.0,13,6,0,295,133,0,3
faults-ipc08,p01,asp-4,0.0,36,11,0,624,212,0,4
faults-ipc08,p01,asp-5,0.0,0,1,0,0,21,0,1
faults-ipc08,p01,asp-5,0.0,0,1,0,5,74,0,2
faults-ipc08,p01,asp-5,0.0,13,6,0,354,148,0,3
faults-ipc08,p01,asp-5,0.0,25,6,0,750,231,0,4
faults-ipc08,p01,asp-2,0.0,0,1,0,0,32,0,1
faults-ipc08,p01,asp-2,0.0,0,1,0,5,68,0,2
faults-ipc08,p01,asp-2,0.0,9,5,0,270,126,0,3
faults-ipc08,p01,asp-2,0.0,24,7,0,566,198,0,4
faults-ipc08,p01,asp-1,0.0,0,1,0,0,22,0,1
faults-ipc08,p01,asp-1,0.0,0,1,0,5,71,0,2
faults-ipc08,p01,asp-1,0.0,11,10,0,246,140,0,3
faults-ipc08,p01,asp-1,0.0,22,10,0,501,220,0,4
faults-ipc08,p01,asp-6,0.0,0,1,0,0,21,0,1
faults-ipc08,p01,asp-6,0.0,0,1,0,5,75,0,2
faults-ipc08,p01,asp-6,0.0,15,8,0,379,156,0,3
faults-ipc08,p01,asp-6,0.0,33,14,0,807,246,0,4
spiky-tireworld,p03,asp-3,0.0,0,1,0,0,506,0,1
spiky-tireworld,p03,asp-3,0.0,0,1,0,164,1591,0,2
spiky-tireworld,p03,asp-3,23.84,110383,71365,238,274858,95087,0,18
spiky-tireworld,p03,asp-3,68.92,1630170,178389,509,305668,105264,0,19
spiky-tireworld,p03,asp-3,0.0,15,7,0,7699,4112,0,3
spiky-tireworld,p03,asp-3,0.01,280,129,1,44122,17064,0,7
spiky-tireworld,p03,asp-3,211.14,2910000,404478,1021,372289,127160,0,21
spiky-tireworld,p03,asp-3,132.43,2522018,290632,763,338143,115955,0,20
spiky-tireworld,p03,asp-3,0.01,255,128,2,32824,13055,0,6
spiky-tireworld,p03,asp-3,0.0,29,16,0,14985,6579,0,4
spiky-tireworld,p03,asp-3,74.29,1813203,165182,508,408112,138879,1,22
spiky-tireworld,p03,asp-3,0.0,92,52,0,23113,9560,0,5
spiky-tireworld,p03,asp-3,0.03,532,279,2,57013,21587,0,8
spiky-tireworld,p03,asp-3,0.52,6529,2224,14,124627,44819,0,12
spiky-tireworld,p03,asp-3,0.58,4601,2679,14,145573,51912,0,13
spiky-tireworld,p03,asp-3,0.05,859,389,3,71503,26624,0,9
spiky-tireworld,p03,asp-3,0.16,1484,797,6,105304,38240,0,11
spiky-tireworld,p03,asp-3,0.07,906,455,5,87598,32175,0,10
spiky-tireworld,p03,asp-3,1.69,10895,6589,30,168148,59519,0,14
spiky-tireworld,p03,asp-3,3.01,19434,11994,60,192358,67640,0,15
spiky-tireworld,p03,asp-3,14.07,71037,46454,151,245707,85424,0,17
spiky-tireworld,p03,asp-3,5.8,34039,21488,93,218209,76275,0,16
spiky-tireworld,p03,asp-4,0.0,0,1,0,0,434,0,1
spiky-tireworld,p03,asp-4,0.0,5,5,0,1157,1451,0,2
spiky-tireworld,p03,asp-4,246.84,3787502,243941,637,5531711,79419,0,18
spiky-tireworld,p03,asp-4,374.63,5112402,328379,861,6205048,88096,0,19
spiky-tireworld,p03,asp-4,0.01,62,25,0,70368,3024,0,3
spiky-tireworld,p03,asp-4,0.52,2303,733,6,664462,13540,0,7
spiky-tireworld,p03,asp-4,1149.55,9692679,786204,1934,7667930,106794,0,21
spiky-tireworld,p03,asp-4,776.5,7802916,606557,1404,6917118,97221,0,20
spiky-tireworld,p03,asp-4,0.22,1355,387,4,458717,10239,0,6
spiky-tireworld,p03,asp-4,0.04,378,84,1,161676,4981,0,4
spiky-tireworld,p03,asp-4,640.96,7530869,515842,1218,8457493,116815,1,22
spiky-tireworld,p03,asp-4,0.12,663,179,2,291123,7386,0,5
spiky-tireworld,p03,asp-4,0.94,48628,1461,10,908364,17289,0,8
spiky-tireworld,p03,asp-4,15.88,348535,27884,118,2265662,36765,0,12
spiky-tireworld,p03,asp-4,14.97,34491,18068,76,2700439,42754,0,13
spiky-tireworld,p03,asp-4,3.65,152798,7179,32,1190429,21486,0,9
spiky-tireworld,p03,asp-4,8.36,334883,14817,62,1869072,31224,0,11
spiky-tireworld,p03,asp-4,3.5,131108,5324,28,1510663,26131,0,10
spiky-tireworld,p03,asp-4,30.07,58533,32585,125,3173409,49191,0,14
spiky-tireworld,p03,asp-4,51.81,1374215,76748,252,3684578,56076,0,15
spiky-tireworld,p03,asp-4,172.6,2811903,192647,510,4897098,71190,0,17
spiky-tireworld,p03,asp-4,118.17,2558114,144645,419,4301200,63409,0,16
spiky-tireworld,p03,asp-5,0.0,0,1,0,0,434,0,1
spiky-tireworld,p03,asp-5,0.0,0,1,0,27,1494,0,2
spiky-tireworld,p03,asp-5,89.9,105666,69434,250,5743868,92642,0,18
spiky-tireworld,p03,asp-5,155.5,167168,109881,345,6441671,102663,0,19
spiky-tireworld,p03,asp-5,0.01,26,6,0,72165,3767,0,3
spiky-tireworld,p03,asp-5,0.19,286,106,1,680859,16203,0,7
spiky-tireworld,p03,asp-5,502.7,436498,298319,828,7957490,124241,0,21
spiky-tireworld,p03,asp-5,293.71,276697,188988,510,7179542,113196,0,20
spiky-tireworld,p03,asp-5,0.07,266,91,1,470799,12326,0,6
spiky-tireworld,p03,asp-5,0.02,54,12,0,165381,6108,0,4
spiky-tireworld,p03,asp-5,284.37,2658503,175151,508,8775524,135798,1,22
spiky-tireworld,p03,asp-5,0.04,125,38,0,299539,8961,0,5
spiky-tireworld,p03,asp-5,0.32,432,141,1,929725,20592,0,8
spiky-tireworld,p03,asp-5,3.36,11734,2921,14,2313369,43268,0,12
spiky-tireworld,p03,asp-5,6.1,7081,4236,27,2756355,50217,0,13
spiky-tireworld,p03,asp-5,0.73,976,280,2,1217403,25493,0,9
spiky-tireworld,p03,asp-5,1.62,1637,669,6,1909219,36831,0,11
spiky-tireworld,p03,asp-5,0.95,1082,416,4,1543899,30906,0,10
spiky-tireworld,p03,asp-5,10.62,13047,8049,45,3238183,57678,0,14
spiky-tireworld,p03,asp-5,16.23,20949,13410,61,3758859,65651,0,15
spiky-tireworld,p03,asp-5,60.12,73509,47536,174,5086124,83133,0,17
spiky-tireworld,p03,asp-5,47.75,55026,35860,126,4468430,74136,0,16
spiky-tireworld,p03,asp-2,0.0,0,1,0,0,434,0,1
spiky-tireworld,p03,asp-2,0.0,5,5,0,1157,1450,0,2
spiky-tireworld,p03,asp-2,288.34,2995247,231789,637,5529742,79097,0,18
spiky-tireworld,p03,asp-2,333.73,380254,238418,676,6202846,87737,0,19
spiky-tireworld,p03,asp-2,0.01,39,16,0,70343,3017,0,3
spiky-tireworld,p03,asp-2,0.53,1932,592,5,664226,13493,0,7
spiky-tireworld,p03,asp-2,1235.22,10413657,854425,2045,7665223,106355,0,21
spiky-tireworld,p03,asp-2,781.17,7343764,612572,1476,6914670,96823,0,20
spiky-tireworld,p03,asp-2,0.24,1133,334,3,458554,10205,0,6
spiky-tireworld,p03,asp-2,0.04,270,83,1,161618,4967,0,4
spiky-tireworld,p03,asp-2,1058.79,10999164,759388,1851,8454514,116333,1,22
spiky-tireworld,p03,asp-2,0.1,547,161,2,291020,7363,0,5
spiky-tireworld,p03,asp-2,0.92,41798,1390,9,908042,17227,0,8
spiky-tireworld,p03,asp-2,11.18,21127,11013,60,2264866,36623,0,12
spiky-tireworld,p03,asp-2,23.17,38343,20905,93,2699492,42587,0,13
spiky-tireworld,p03,asp-2,1.89,5179,2291,14,1190008,21407,0,9
spiky-tireworld,p03,asp-2,6.1,14572,6268,30,1868414,31105,0,11
spiky-tireworld,p03,asp-2,3.7,8627,3625,24,1510130,26033,0,10
spiky-tireworld,p03,asp-2,48.14,974352,58608,199,3172298,48997,0,14
spiky-tireworld,p03,asp-2,70.99,87962,50942,188,3683290,55853,0,15
spiky-tireworld,p03,asp-2,166.5,2742526,160523,507,4895349,70903,0,17
spiky-tireworld,p03,asp-2,93.24,126005,71936,252,4299658,63155,0,16
spiky-tireworld,p03,asp-1,0.0,0,1,0,0,506,0,1
spiky-tireworld,p03,asp-1,0.0,0,1,0,164,1590,0,2
spiky-tireworld,p03,asp-1,30.58,901343,91149,254,272962,94764,0,18
spiky-tireworld,p03,asp-1,34.18,142876,91457,279,303543,104904,0,19
spiky-tireworld,p03,asp-1,0.0,50,6,0,7674,4104,0,3
spiky-tireworld,p03,asp-1,0.01,423,149,2,43887,17016,0,7
spiky-tireworld,p03,asp-1,207.62,3291702,399599,1022,369667,126720,0,21
spiky-tireworld,p03,asp-1,115.77,2607927,259251,710,335776,115556,0,20
spiky-tireworld,p03,asp-1,0.01,206,85,1,32662,13020,0,6
spiky-tireworld,p03,asp-1,0.0,76,12,0,14928,6564,0,4
spiky-tireworld,p03,asp-1,637.8,6074858,719244,1660,405222,138396,1,22
spiky-tireworld,p03,asp-1,0.0,214,67,1,23011,9536,0,5
spiky-tireworld,p03,asp-1,0.02,392,155,2,56692,21524,0,8
spiky-tireworld,p03,asp-1,0.29,3117,1390,12,123832,44676,0,12
spiky-tireworld,p03,asp-1,0.88,6271,3742,21,144627,51744,0,13
spiky-tireworld,p03,asp-1,0.04,792,265,2,71083,26544,0,9
spiky-tireworld,p03,asp-1,0.18,2145,871,7,104647,38120,0,11
spiky-tireworld,p03,asp-1,0.11,1301,599,5,87066,32076,0,10
spiky-tireworld,p03,asp-1,1.85,13444,7864,39,167038,59324,0,14
spiky-tireworld,p03,asp-1,3.36,19228,12025,60,191071,67416,0,15
spiky-tireworld,p03,asp-1,14.15,70158,45374,157,244027,85136,0,17
spiky-tireworld,p03,asp-1,6.33,36968,22579,93,216732,76020,0,16
spiky-tireworld,p03,asp-6,0.0,0,1,0,0,434,0,1
spiky-tireworld,p03,asp-6,0.0,0,1,0,27,1495,0,2
spiky-tireworld,p03,asp-6,99.14,111876,74776,252,5745855,92965,0,18
spiky-tireworld,p03,asp-6,150.8,160106,107566,317,6443892,103023,0,19
spiky-tireworld,p03,asp-6,0.0,29,7,0,72190,3775,0,3
spiky-tireworld,p03,asp-6,0.21,515,150,1,681094,16251,0,7
spiky-tireworld,p03,asp-6,756.31,5613272,452674,1148,7960218,124681,0,21
spiky-tireworld,p03,asp-6,292.4,285561,196376,516,7182010,113595,0,20
spiky-tireworld,p03,asp-6,0.1,364,82,1,470961,12361,0,6
spiky-tireworld,p03,asp-6,0.02,52,14,0,165438,6123,0,4
spiky-tireworld,p03,asp-6,283.04,2160748,168607,506,8778525,136281,1,22
spiky-tireworld,p03,asp-6,0.08,244,71,1,299641,8985,0,5
spiky-tireworld,p03,asp-6,0.37,574,228,2,930046,20655,0,8
spiky-tireworld,p03,asp-6,3.08,3038,1695,12,2314164,43411,0,12
spiky-tireworld,p03,asp-6,5.21,6348,3670,22,2757301,50385,0,13
spiky-tireworld,p03,asp-6,0.49,870,362,3,1217823,25573,0,9
spiky-tireworld,p03,asp-6,1.8,2346,1104,9,1909876,36951,0,11
spiky-tireworld,p03,asp-6,0.88,1183,444,4,1544431,31005,0,10
spiky-tireworld,p03,asp-6,11.09,14028,9071,46,3239293,57873,0,14
spiky-tireworld,p03,asp-6,17.07,22649,14597,62,3760146,65875,0,15
spiky-tireworld,p03,asp-6,59.9,65649,43547,154,5087890,83421,0,17
spiky-tireworld,p03,asp-6,36.26,39946,26441,113,4469988,74391,0,16
spiky-tireworld,p01,asp-3,0.0,0,1,0,0,506,0,1
